,loss,accuracy,val_loss,val_accuracy
0,0.5138184428215027,0.7245333194732666,0.33677491545677185,0.8640000224113464
1,0.2753211557865143,0.8925333619117737,0.2927766740322113,0.8880000114440918
2,0.22890140116214752,0.9126666784286499,0.27167192101478577,0.8916000127792358
3,0.19403542578220367,0.9283999800682068,0.27692776918411255,0.8939999938011169
4,0.1765970140695572,0.9365333318710327,0.2870752811431885,0.8899999856948853
5,0.14558902382850647,0.9465333223342896,0.3056012690067291,0.8848000168800354
6,0.1295742243528366,0.9561333060264587,0.3643873631954193,0.8840000033378601
